id,ia_id,g_ia,texte
V0139,IA05,-1.961883486465059,Des classes entières demeurent sans titulaire une bonne partie de l'année.
V0140,IA05,-1.961883486465059,Les remplacements ne sont jamais assurés à temps.
V0141,IA04,1.050436228132796,Plusieurs postes demeurent sans titulaire une bonne partie de l'année.
V0142,IA07,0.7594385270695994,Les affectations sont traitées rapidement.
V0143,IA15,-0.5128143979953421,Les affectations sont traitées rapidement.
V0144,IA10,-1.7249192939776967,Les mouvements de personnel traînent chaque année en longueur.
V0145,IA10,-1.7249192939776967,La réaffectation des maîtres se fait de façon fluide.
V0146,IA09,1.508379536169013,Le dialogue avec l'inspection est claire et efficace.
V0147,IA04,1.050436228132796,La coordination avec l'IEF est claire et efficace.
V0148,IA06,-0.09886818526410894,La couverture des absences sont organisés sans retard.
V0149,IA16,-0.4962851679537585,Le suivi des postes vacants est réactif et transparent.
V0150,IA06,-0.09886818526410894,Les affectations d'enseignants sont notifiées beaucoup trop tard.
V0151,IA14,0.361886464303974,La réaffectation des maîtres répond vite aux besoins.
V0152,IA09,1.508379536169013,Les remplacements sont organisés sans retard.
V0153,IA05,-1.961883486465059,Le dialogue avec l'IEF est lent et peu lisible.
V0154,IA11,0.5436260064330518,La couverture des absences sont organisés sans retard.
V0155,IA07,0.7594385270695994,Le suivi des postes vacants se fait de façon fluide.
V0156,IA02,-0.6770804424361538,Le dialogue avec l'inspection s'est nettement améliorée.
V0157,IA15,-0.5128143979953421,Les mouvements de personnel sont anticipées et expliquées.
V0158,IA16,-0.4962851679537585,La couverture des absences ne sont jamais assurés à temps.
V0159,IA12,0.8036427494500231,Le redéploiement des enseignants est réactif et transparent.
V0160,IA14,0.361886464303974,De nombreux postes ouverts restent vacants faute de redéploiement.
V0161,IA10,-1.7249192939776967,Les mouvements de personnel sont notifiées beaucoup trop tard.
V0162,IA08,-0.5589055756131087,Des classes entières ne sont pas pourvus avant des mois.
V0163,IA04,1.050436228132796,Des classes entières ne sont pas pourvus avant des mois.
V0164,IA08,-0.5589055756131087,La couverture des absences sont organisés sans retard.
V0165,IA15,-0.5128143979953421,La couverture des absences sont organisés sans retard.
V0166,IA06,-0.09886818526410894,De nombreux postes ouverts restent vacants faute de redéploiement.
V0167,IA03,0.4625650775900469,Le dialogue avec l'IEF manque de transparence.
V0168,IA11,0.5436260064330518,Le redéploiement des enseignants se fait de façon fluide.
V0169,IA16,-0.4962851679537585,Le pilotage déconcentré est lent et peu lisible.
V0170,IA01,1.1358119908378483,Le dialogue avec l'inspection s'est nettement améliorée.
V0171,IA11,0.5436260064330518,Le redéploiement des enseignants répond vite aux besoins.
V0172,IA07,0.7594385270695994,Des classes entières restent vacants faute de redéploiement.
V0173,IA04,1.050436228132796,La couverture des absences sont organisés sans retard.
V0174,IA04,1.050436228132796,Le redéploiement des enseignants se fait de façon fluide.
V0175,IA13,-0.5950300302811243,La coordination avec l'inspection se perd en circuits interminables.
V0176,IA09,1.508379536169013,Les décisions d'affectation arrivent désormais avant la rentrée.
V0177,IA15,-0.5128143979953421,Les mouvements de personnel sont traitées rapidement.
V0178,IA09,1.508379536169013,Les affectations d'enseignants sont notifiées beaucoup trop tard.
V0179,IA07,0.7594385270695994,Les affectations sont traitées rapidement.
V0180,IA04,1.050436228132796,Plusieurs postes ne sont pas pourvus avant des mois.
V0181,IA01,1.1358119908378483,La couverture des absences sont organisés sans retard.
V0182,IA11,0.5436260064330518,Le remplacement des maîtres dépendent du bon vouloir local.
V0183,IA04,1.050436228132796,Les affectations sont traitées rapidement.
V0184,IA06,-0.09886818526410894,Les remplacements sont assurés rapidement.
V0185,IA11,0.5436260064330518,La couverture des absences sont organisés sans retard.
V0186,IA13,-0.5950300302811243,Le dialogue avec l'IEF est lent et peu lisible.
V0187,IA03,0.4625650775900469,Les mouvements de personnel arrivent désormais avant la rentrée.
V0188,IA09,1.508379536169013,Les décisions d'affectation arrivent désormais avant la rentrée.
V0189,IA10,-1.7249192939776967,Les remplacements laissent des classes sans enseignant.
V0190,IA10,-1.7249192939776967,La couverture des absences sont organisés sans retard.
V0191,IA13,-0.5950300302811243,Le dialogue avec l'inspection est claire et efficace.
V0192,IA02,-0.6770804424361538,Les affectations sont anticipées et expliquées.
V0193,IA09,1.508379536169013,La coordination avec l'inspection se perd en circuits interminables.
V0194,IA09,1.508379536169013,Le dialogue avec l'inspection est claire et efficace.
V0195,IA13,-0.5950300302811243,Les remplacements sont assurés rapidement.
V0196,IA06,-0.09886818526410894,La couverture des absences sont organisés sans retard.
V0197,IA04,1.050436228132796,De nombreux postes ouverts ne sont pas pourvus avant des mois.
V0198,IA16,-0.4962851679537585,Le remplacement des maîtres laissent des classes sans enseignant.
V0199,IA13,-0.5950300302811243,Plusieurs postes restent vacants faute de redéploiement.
V0200,IA04,1.050436228132796,La coordination avec l'IEF est claire et efficace.
V0201,IA07,0.7594385270695994,La couverture des absences sont organisés sans retard.
V0202,IA07,0.7594385270695994,La réaffectation des maîtres se fait de façon fluide.
V0203,IA15,-0.5128143979953421,Le remplacement des maîtres ne sont jamais assurés à temps.
V0204,IA14,0.361886464303974,Les décisions d'affectation sont anticipées et expliquées.
V0205,IA03,0.4625650775900469,La réaffectation des maîtres est réactif et transparent.
V0206,IA07,0.7594385270695994,Le suivi des postes vacants se fait de façon fluide.
V0207,IA12,0.8036427494500231,Les remplacements sont assurés rapidement.
V0208,IA05,-1.961883486465059,La couverture des absences laissent des classes sans enseignant.
V0209,IA16,-0.4962851679537585,Le suivi des postes vacants se fait de façon fluide.
V0210,IA10,-1.7249192939776967,Les mouvements de personnel sont notifiées beaucoup trop tard.
V0211,IA04,1.050436228132796,Les remplacements sont organisés sans retard.
V0212,IA09,1.508379536169013,Des classes entières ne sont pas pourvus avant des mois.
V0213,IA10,-1.7249192939776967,Les décisions d'affectation traînent chaque année en longueur.
V0214,IA15,-0.5128143979953421,Le redéploiement des enseignants se fait de façon fluide.
V0215,IA13,-0.5950300302811243,La coordination avec l'IEF s'est nettement améliorée.
V0216,IA11,0.5436260064330518,Les remplacements sont assurés rapidement.
V0217,IA04,1.050436228132796,Les décisions d'affectation arrivent bien après la rentrée.
V0218,IA07,0.7594385270695994,Le dialogue avec l'inspection est claire et efficace.
V0219,IA12,0.8036427494500231,La couverture des absences sont organisés sans retard.
V0220,IA08,-0.5589055756131087,Des classes entières restent vacants faute de redéploiement.
V0221,IA02,-0.6770804424361538,Le pilotage déconcentré est lent et peu lisible.
V0222,IA09,1.508379536169013,La couverture des absences sont organisés sans retard.
V0223,IA04,1.050436228132796,La couverture des absences dépendent du bon vouloir local.
V0224,IA06,-0.09886818526410894,Le dialogue avec l'IEF est lent et peu lisible.
V0225,IA16,-0.4962851679537585,Des classes entières demeurent sans titulaire une bonne partie de l'année.
V0226,IA06,-0.09886818526410894,Le redéploiement des enseignants est réactif et transparent.
V0227,IA01,1.1358119908378483,La réaffectation des maîtres se fait de façon fluide.
V0228,IA07,0.7594385270695994,Le dialogue avec l'inspection est claire et efficace.
V0229,IA09,1.508379536169013,La coordination avec l'IEF est claire et efficace.
V0230,IA07,0.7594385270695994,La réaffectation des maîtres répond vite aux besoins.
V0231,IA11,0.5436260064330518,Des classes entières ne sont pas pourvus avant des mois.
V0232,IA05,-1.961883486465059,De nombreux postes ouverts restent vacants faute de redéploiement.
V0233,IA14,0.361886464303974,Les décisions d'affectation arrivent désormais avant la rentrée.
V0234,IA12,0.8036427494500231,Les décisions d'affectation traînent chaque année en longueur.
V0235,IA01,1.1358119908378483,Les mouvements de personnel sont anticipées et expliquées.
V0236,IA14,0.361886464303974,Le pilotage déconcentré est lent et peu lisible.
V0237,IA04,1.050436228132796,La réaffectation des maîtres répond vite aux besoins.
V0238,IA02,-0.6770804424361538,Plusieurs postes restent vacants faute de redéploiement.
V0239,IA11,0.5436260064330518,Les affectations arrivent désormais avant la rentrée.
V0240,IA09,1.508379536169013,Les remplacements sont assurés rapidement.
V0241,IA11,0.5436260064330518,Des classes entières ne sont pas pourvus avant des mois.
V0242,IA12,0.8036427494500231,Les remplacements sont assurés rapidement.
V0243,IA02,-0.6770804424361538,Le redéploiement des enseignants répond vite aux besoins.
V0244,IA08,-0.5589055756131087,Les remplacements sont assurés rapidement.
V0245,IA05,-1.961883486465059,De nombreux postes ouverts restent vacants faute de redéploiement.
V0246,IA13,-0.5950300302811243,La couverture des absences sont organisés sans retard.
V0247,IA15,-0.5128143979953421,Le pilotage déconcentré se perd en circuits interminables.
V0248,IA12,0.8036427494500231,La réaffectation des maîtres est réactif et transparent.
V0249,IA12,0.8036427494500231,De nombreux postes ouverts demeurent sans titulaire une bonne partie de l'année.
V0250,IA08,-0.5589055756131087,Les affectations d'enseignants arrivent bien après la rentrée.
V0251,IA06,-0.09886818526410894,Les affectations sont anticipées et expliquées.
V0252,IA08,-0.5589055756131087,Les remplacements dépendent du bon vouloir local.
V0253,IA01,1.1358119908378483,Les affectations d'enseignants traînent chaque année en longueur.
V0254,IA12,0.8036427494500231,La réaffectation des maîtres répond vite aux besoins.
V0255,IA15,-0.5128143979953421,Les mouvements de personnel sont notifiées beaucoup trop tard.
V0256,IA12,0.8036427494500231,La coordination avec l'IEF est claire et efficace.
V0257,IA14,0.361886464303974,Les mouvements de personnel traînent chaque année en longueur.
V0258,IA11,0.5436260064330518,Le dialogue avec l'inspection s'est nettement améliorée.
V0259,IA03,0.4625650775900469,Les remplacements sont assurés rapidement.
V0260,IA05,-1.961883486465059,Les décisions d'affectation arrivent bien après la rentrée.
V0261,IA02,-0.6770804424361538,La coordination avec l'IEF est claire et efficace.
V0262,IA15,-0.5128143979953421,La couverture des absences ne sont jamais assurés à temps.
V0263,IA10,-1.7249192939776967,Le redéploiement des enseignants est réactif et transparent.
V0264,IA09,1.508379536169013,Le suivi des postes vacants répond vite aux besoins.
V0265,IA07,0.7594385270695994,Les décisions d'affectation arrivent désormais avant la rentrée.
V0266,IA05,-1.961883486465059,Les décisions d'affectation traînent chaque année en longueur.
V0267,IA10,-1.7249192939776967,Les remplacements laissent des classes sans enseignant.
V0268,IA15,-0.5128143979953421,Les affectations sont traitées rapidement.
V0269,IA09,1.508379536169013,La couverture des absences sont assurés rapidement.
V0270,IA14,0.361886464303974,Les décisions d'affectation sont traitées rapidement.
V0271,IA15,-0.5128143979953421,Les décisions d'affectation arrivent désormais avant la rentrée.
V0272,IA11,0.5436260064330518,La couverture des absences sont organisés sans retard.
V0273,IA14,0.361886464303974,Les décisions d'affectation traînent chaque année en longueur.
V0274,IA09,1.508379536169013,Les remplacements sont assurés rapidement.
V0275,IA09,1.508379536169013,Le redéploiement des enseignants répond vite aux besoins.
V0276,IA04,1.050436228132796,Les remplacements sont assurés rapidement.
V0277,IA03,0.4625650775900469,De nombreux postes ouverts demeurent sans titulaire une bonne partie de l'année.
V0278,IA01,1.1358119908378483,Les remplacements sont organisés sans retard.
V0279,IA09,1.508379536169013,Les remplacements sont organisés sans retard.
V0280,IA08,-0.5589055756131087,Le redéploiement des enseignants répond vite aux besoins.
V0281,IA07,0.7594385270695994,La couverture des absences ne sont jamais assurés à temps.
V0282,IA03,0.4625650775900469,Le redéploiement des enseignants est réactif et transparent.
V0283,IA01,1.1358119908378483,Les remplacements laissent des classes sans enseignant.
V0284,IA03,0.4625650775900469,Le suivi des postes vacants répond vite aux besoins.
V0285,IA02,-0.6770804424361538,La coordination avec l'inspection manque de transparence.
V0286,IA15,-0.5128143979953421,Les affectations d'enseignants traînent chaque année en longueur.
V0287,IA10,-1.7249192939776967,Le redéploiement des enseignants répond vite aux besoins.
V0288,IA13,-0.5950300302811243,De nombreux postes ouverts demeurent sans titulaire une bonne partie de l'année.
V0289,IA10,-1.7249192939776967,Les affectations sont anticipées et expliquées.
V0290,IA08,-0.5589055756131087,Le dialogue avec l'inspection s'est nettement améliorée.
V0291,IA03,0.4625650775900469,Le remplacement des maîtres ne sont jamais assurés à temps.
V0292,IA10,-1.7249192939776967,Le pilotage déconcentré se perd en circuits interminables.
V0293,IA01,1.1358119908378483,La couverture des absences sont assurés rapidement.
V0294,IA13,-0.5950300302811243,Les affectations arrivent désormais avant la rentrée.
V0295,IA07,0.7594385270695994,Les décisions d'affectation sont traitées rapidement.
V0296,IA08,-0.5589055756131087,Le dialogue avec l'inspection s'est nettement améliorée.
V0297,IA13,-0.5950300302811243,Des classes entières demeurent sans titulaire une bonne partie de l'année.
V0298,IA12,0.8036427494500231,Les affectations arrivent désormais avant la rentrée.
V0299,IA06,-0.09886818526410894,La réaffectation des maîtres est réactif et transparent.
V0300,IA11,0.5436260064330518,La coordination avec l'IEF s'est nettement améliorée.
V0301,IA08,-0.5589055756131087,Le pilotage déconcentré est lent et peu lisible.
V0302,IA08,-0.5589055756131087,Le redéploiement des enseignants est réactif et transparent.
V0303,IA11,0.5436260064330518,La réaffectation des maîtres est réactif et transparent.
V0304,IA09,1.508379536169013,Les décisions d'affectation sont traitées rapidement.
V0305,IA08,-0.5589055756131087,Les mouvements de personnel traînent chaque année en longueur.
V0306,IA04,1.050436228132796,Les remplacements sont organisés sans retard.
V0307,IA10,-1.7249192939776967,Des classes entières restent vacants faute de redéploiement.
V0308,IA08,-0.5589055756131087,La coordination avec l'IEF s'est nettement améliorée.
V0309,IA11,0.5436260064330518,Les mouvements de personnel sont traitées rapidement.
V0310,IA08,-0.5589055756131087,Des classes entières demeurent sans titulaire une bonne partie de l'année.
V0311,IA14,0.361886464303974,La réaffectation des maîtres est réactif et transparent.
V0312,IA02,-0.6770804424361538,Les remplacements ne sont jamais assurés à temps.
V0313,IA13,-0.5950300302811243,Les affectations sont anticipées et expliquées.
V0314,IA03,0.4625650775900469,Le remplacement des maîtres dépendent du bon vouloir local.
V0315,IA11,0.5436260064330518,Les affectations d'enseignants arrivent bien après la rentrée.
V0316,IA12,0.8036427494500231,La réaffectation des maîtres se fait de façon fluide.
V0317,IA11,0.5436260064330518,De nombreux postes ouverts restent vacants faute de redéploiement.
V0318,IA03,0.4625650775900469,Le remplacement des maîtres laissent des classes sans enseignant.
V0319,IA14,0.361886464303974,Le pilotage déconcentré manque de transparence.
V0320,IA06,-0.09886818526410894,Le remplacement des maîtres laissent des classes sans enseignant.
V0321,IA13,-0.5950300302811243,Le remplacement des maîtres laissent des classes sans enseignant.
V0322,IA10,-1.7249192939776967,Les affectations d'enseignants traînent chaque année en longueur.
V0323,IA03,0.4625650775900469,Les remplacements sont organisés sans retard.
V0324,IA05,-1.961883486465059,Les remplacements sont assurés rapidement.
V0325,IA02,-0.6770804424361538,Les remplacements sont organisés sans retard.
V0326,IA06,-0.09886818526410894,La couverture des absences ne sont jamais assurés à temps.
V0327,IA05,-1.961883486465059,Plusieurs postes ne sont pas pourvus avant des mois.
V0328,IA04,1.050436228132796,La couverture des absences sont assurés rapidement.
V0329,IA01,1.1358119908378483,Le redéploiement des enseignants est réactif et transparent.
V0330,IA01,1.1358119908378483,La couverture des absences sont assurés rapidement.
V0331,IA02,-0.6770804424361538,Le redéploiement des enseignants répond vite aux besoins.
V0332,IA16,-0.4962851679537585,Plusieurs postes ne sont pas pourvus avant des mois.
V0333,IA10,-1.7249192939776967,La couverture des absences dépendent du bon vouloir local.
V0334,IA11,0.5436260064330518,Les mouvements de personnel arrivent désormais avant la rentrée.
V0335,IA09,1.508379536169013,La couverture des absences sont assurés rapidement.
V0336,IA07,0.7594385270695994,Les mouvements de personnel arrivent désormais avant la rentrée.
V0337,IA09,1.508379536169013,Le redéploiement des enseignants répond vite aux besoins.
V0338,IA14,0.361886464303974,La coordination avec l'IEF s'est nettement améliorée.
V0339,IA16,-0.4962851679537585,Des classes entières demeurent sans titulaire une bonne partie de l'année.
V0340,IA11,0.5436260064330518,La coordination avec l'IEF est claire et efficace.
V0341,IA03,0.4625650775900469,De nombreux postes ouverts restent vacants faute de redéploiement.
V0342,IA11,0.5436260064330518,Le pilotage déconcentré est lent et peu lisible.
V0343,IA15,-0.5128143979953421,Le redéploiement des enseignants répond vite aux besoins.
V0344,IA04,1.050436228132796,Le dialogue avec l'inspection est claire et efficace.
V0345,IA06,-0.09886818526410894,La couverture des absences sont assurés rapidement.
V0346,IA01,1.1358119908378483,Le dialogue avec l'inspection s'est nettement améliorée.
V0347,IA06,-0.09886818526410894,Les mouvements de personnel arrivent bien après la rentrée.
V0348,IA04,1.050436228132796,Le dialogue avec l'inspection s'est nettement améliorée.
V0349,IA16,-0.4962851679537585,La couverture des absences dépendent du bon vouloir local.
V0350,IA12,0.8036427494500231,Les mouvements de personnel arrivent bien après la rentrée.
V0351,IA04,1.050436228132796,Les mouvements de personnel sont traitées rapidement.
V0352,IA01,1.1358119908378483,La coordination avec l'IEF est claire et efficace.
V0353,IA10,-1.7249192939776967,Plusieurs postes restent vacants faute de redéploiement.
V0354,IA05,-1.961883486465059,Le pilotage déconcentré manque de transparence.
